date,country,daily_cases,daily_deaths,daily_recovered,total_cases,total_deaths,total_recovered,active_cases
2021-09-20,UK,322,0,95,3579490,58246,3445070,76174
2021-09-21,UK,514,1,113,3580004,58247,3445183,76574
2021-09-22,UK,447,0,181,3580451,58247,3445364,76840
2021-09-23,UK,486,1,145,3580937,58248,3445509,77180
2021-09-24,UK,491,1,220,3581428,58249,3445729,77450
2021-09-25,UK,491,1,225,3581919,58250,3445954,77715
2021-09-26,UK,693,1,170,3582612,58251,3446124,78237
2021-09-27,UK,783,1,192,3583395,58252,3446316,78827
2021-09-28,UK,760,2,281,3584155,58254,3446597,79304
2021-09-29,UK,1015,1,355,3585170,58255,3446952,79963
2021-09-30,UK,837,2,358,3586007,58257,3447310,80440
2021-10-01,UK,831,2,454,3586838,58259,3447764,80815
2021-10-02,UK,976,2,458,3587814,58261,3448222,81331
2021-10-03,UK,1275,4,453,3589089,58265,3448675,82149
2021-10-04,UK,1515,2,527,3590604,58267,3449202,83135
2021-10-05,UK,1776,4,519,3592380,58271,3449721,84388
2021-10-06,UK,1537,2,679,3593917,58273,3450400,85244
2021-10-07,UK,1545,4,726,3595462,58277,3451126,86059
2021-10-08,UK,1615,6,799,3597077,58283,3451925,86869
2021-10-09,UK,2106,4,1037,3599183,58287,3452962,87934
2021-10-10,UK,2225,4,748,3601408,58291,3453710,89407
2021-10-11,UK,2952,6,691,3604360,58297,3454401,91662
2021-10-12,UK,3023,5,909,3607383,58302,3455310,93771
2021-10-13,UK,2908,7,1409,3610291,58309,3456719,95263
2021-10-14,UK,2808,8,1621,3613099,58317,3458340,96442
2021-10-15,UK,2782,6,1515,3615881,58323,3459855,97703
2021-10-16,UK,3291,11,1303,3619172,58334,3461158,99680
2021-10-17,UK,4246,11,1672,3623418,58345,3462830,102243
2021-10-18,UK,4723,14,1374,3628141,58359,3464204,105578
2021-10-19,UK,5535,15,2124,3633676,58374,3466328,108974
2021-10-20,UK,4646,16,2004,3638322,58390,3468332,111600
2021-10-21,UK,4575,16,3292,3642897,58406,3471624,112867
2021-10-22,UK,4353,16,2678,3647250,58422,3474302,114526
2021-10-23,UK,5233,21,3110,3652483,58443,3477412,116628
2021-10-24,UK,5994,19,2745,3658477,58462,3480157,119858
2021-10-25,UK,7779,30,2738,3666256,58492,3482895,124869
2021-10-26,UK,7431,26,2536,3673687,58518,3485431,129738
2021-10-27,UK,7963,26,3178,3681650,58544,3488609,134497
2021-10-28,UK,7807,24,4434,3689457,58568,3493043,137846
2021-10-29,UK,5987,23,5444,3695444,58591,3498487,138366
2021-10-30,UK,9195,26,3958,3704639,58617,3502445,143577
2021-10-31,UK,9216,42,3913,3713855,58659,3506358,148838
2021-11-01,UK,9338,54,4413,3723193,58713,3510771,153709
2021-11-02,UK,12231,62,5306,3735424,58775,3516077,160572
2021-11-03,UK,11877,31,5674,3747301,58806,3521751,166744
2021-11-04,UK,10889,52,8050,3758190,58858,3529801,169531
2021-11-05,UK,11376,36,6296,3769566,58894,3536097,174575
2021-11-06,UK,12148,52,7372,3781714,58946,3543469,179299
2021-11-07,UK,13969,44,8729,3795683,58990,3552198,184495
2021-11-08,UK,16575,71,5786,3812258,59061,3557984,195213
2021-11-09,UK,17064,70,8938,3829322,59131,3566922,203269
2021-11-10,UK,19122,49,10887,3848444,59180,3577809,211455
2021-11-11,UK,13554,77,7710,3861998,59257,3585519,217222
2021-11-12,UK,14833,67,12676,3876831,59324,3598195,219312
2021-11-13,UK,15912,78,13299,3892743,59402,3611494,221847
2021-11-14,UK,19912,102,10113,3912655,59504,3621607,231544
2021-11-15,UK,20284,78,11859,3932939,59582,3633466,239891
2021-11-16,UK,19976,124,10516,3952915,59706,3643982,249227
2021-11-17,UK,22695,57,12489,3975610,59763,3656471,259376
2021-11-18,UK,20880,140,16524,3996490,59903,3672995,263592
2021-11-19,UK,21638,127,17689,4018128,60030,3690684,267414
2021-11-20,UK,18598,98,20414,4036726,60128,3711098,265500
2021-11-21,UK,26502,72,15054,4063228,60200,3726152,276876
2021-11-22,UK,33314,150,14143,4096542,60350,3740295,295897
2021-11-23,UK,28763,103,17098,4125305,60453,3757393,307459
2021-11-24,UK,25480,177,18461,4150785,60630,3775854,314301
2021-11-25,UK,24851,124,21229,4175636,60754,3797083,317799
2021-11-26,UK,24159,102,19574,4199795,60856,3816657,322282
2021-11-27,UK,26796,164,22758,4226591,61020,3839415,326156
2021-11-28,UK,28403,194,20893,4254994,61214,3860308,333472
2021-11-29,UK,38403,203,17439,4293397,61417,3877747,354233
2021-11-30,UK,32686,167,15847,4326083,61584,3893594,370905
2021-12-01,UK,29367,135,25702,4355450,61719,3919296,374435
2021-12-02,UK,33310,207,26585,4388760,61926,3945881,380953
2021-12-03,UK,23334,169,29907,4412094,62095,3975788,374211
2021-12-04,UK,29580,110,26592,4441674,62205,4002380,377089
2021-12-05,UK,43351,277,24637,4485025,62482,4027017,395526
2021-12-06,UK,39401,388,20592,4524426,62870,4047609,413947
2021-12-07,UK,37432,233,29274,4561858,63103,4076883,421872
2021-12-08,UK,38607,297,32821,4600465,63400,4109704,427361
2021-12-09,UK,34381,205,37409,4634846,63605,4147113,424128
2021-12-10,UK,32340,180,32980,4667186,63785,4180093,423308
2021-12-11,UK,35170,189,28761,4702356,63974,4208854,429528
2021-12-12,UK,35061,303,33673,4737417,64277,4242527,430613
2021-12-13,UK,48952,260,22132,4786369,64537,4264659,457173
2021-12-14,UK,45493,300,28298,4831862,64837,4292957,474068
2021-12-15,UK,44187,208,45386,4876049,65045,4338343,472661
2021-12-16,UK,35027,240,46697,4911076,65285,4385040,460751
2021-12-17,UK,37331,223,30903,4948407,65508,4415943,466956
2021-12-18,UK,34410,215,36677,4982817,65723,4452620,464474
2021-12-19,UK,40797,313,29109,5023614,66036,4481729,475849
2021-12-20,UK,41331,379,35989,5064945,66415,4517718,480812
2021-12-21,UK,42192,386,31778,5107137,66801,4549496,490840
2021-12-22,UK,44923,339,28800,5152060,67140,4578296,506624
2021-12-23,UK,35989,232,49993,5188049,67372,4628289,492388
2021-12-24,UK,31659,224,51291,5219708,67596,4679580,472532
2021-12-25,UK,33195,275,45234,5252903,67871,4724814,460218
2021-12-26,UK,41654,286,34314,5294557,68157,4759128,467272
2021-12-27,UK,41601,301,37304,5336158,68458,4796432,471268
2021-12-28,UK,44198,397,37707,5380356,68855,4834139,477362
2021-12-29,UK,41164,342,35741,5421520,69197,4869880,482443
2021-12-30,UK,30267,174,39233,5451787,69371,4909113,473303
2021-12-31,UK,28502,229,38670,5480289,69600,4947783,462906
2022-01-01,UK,33901,233,38089,5514190,69833,4985872,458485
2022-01-02,UK,34747,301,33414,5548937,70134,5019286,459517
2022-01-03,UK,44125,426,33759,5593062,70560,5053045,469457
2022-01-04,UK,44299,329,33672,5637361,70889,5086717,479755
2022-01-05,UK,39760,277,42564,5677121,71166,5129281,476674
2022-01-06,UK,37161,278,40521,5714282,71444,5169802,473036
2022-01-07,UK,28891,217,44650,5743173,71661,5214452,457060
2022-01-08,UK,31023,259,36353,5774196,71920,5250805,451471
2022-01-09,UK,31200,340,28156,5805396,72260,5278961,454175
2022-01-10,UK,42806,377,27887,5848202,72637,5306848,468717
2022-01-11,UK,41581,319,33448,5889783,72956,5340296,476531
2022-01-12,UK,32589,396,34425,5922372,73352,5374721,474299
2022-01-13,UK,28736,258,41774,5951108,73610,5416495,461003
2022-01-14,UK,27494,176,40921,5978602,73786,5457416,447400
2022-01-15,UK,24657,350,50222,6003259,74136,5507638,421485
2022-01-16,UK,26032,264,38909,6029291,74400,5546547,408344
2022-01-17,UK,31891,261,28881,6061182,74661,5575428,411093
2022-01-18,UK,29846,418,29087,6091028,75079,5604515,411434
2022-01-19,UK,27092,397,28600,6118120,75476,5633115,409529
2022-01-20,UK,21168,259,40556,6139288,75735,5673671,389882
2022-01-21,UK,17271,182,41086,6156559,75917,5714757,365885
2022-01-22,UK,20367,209,25402,6176926,76126,5740159,360641
2022-01-23,UK,23424,248,23257,6200350,76374,5763416,360560
2022-01-24,UK,23088,372,24713,6223438,76746,5788129,358563
2022-01-25,UK,25883,320,24161,6249321,77066,5812290,359965
2022-01-26,UK,19569,228,24392,6268890,77294,5836682,354914
2022-01-27,UK,16004,256,35140,6284894,77550,5871822,335522
2022-01-28,UK,15228,176,24404,6300122,77726,5896226,326170
2022-01-29,UK,15067,202,24054,6315189,77928,5920280,316981
2022-01-30,UK,17457,166,23410,6332646,78094,5943690,310862
2022-01-31,UK,16475,233,16797,6349121,78327,5960487,310307
2022-02-01,UK,19091,196,21282,6368212,78523,5981769,307920
2022-02-02,UK,17651,179,27099,6385863,78702,6008868,298293
2022-02-03,UK,12716,130,20626,6398579,78832,6029494,290253
2022-02-04,UK,12195,145,24600,6410774,78977,6054094,277703
2022-02-05,UK,9976,115,18274,6420750,79092,6072368,269290
2022-02-06,UK,12732,131,12360,6433482,79223,6084728,269531
2022-02-07,UK,13466,216,14165,6446948,79439,6098893,268616
2022-02-08,UK,12913,202,15738,6459861,79641,6114631,265589
2022-02-09,UK,10610,66,17664,6470471,79707,6132295,258469
2022-02-10,UK,6732,92,16795,6477203,79799,6149090,248314
2022-02-11,UK,7212,62,17639,6484415,79861,6166729,237825
2022-02-12,UK,7044,78,15833,6491459,79939,6182562,228958
2022-02-13,UK,7296,41,13756,6498755,79980,6196318,222457
2022-02-14,UK,8406,102,11124,6507161,80082,6207442,219637
2022-02-15,UK,7760,93,9858,6514921,80175,6217300,217446
2022-02-16,UK,6544,113,12422,6521465,80288,6229722,211455
2022-02-17,UK,5281,54,14816,6526746,80342,6244538,201866
2022-02-18,UK,4654,77,13600,6531400,80419,6258138,192843
2022-02-19,UK,5207,57,8866,6536607,80476,6267004,189127
2022-02-20,UK,4793,103,5695,6541400,80579,6272699,188122
2022-02-21,UK,5063,107,7324,6546463,80686,6280023,185754
2022-02-22,UK,4870,92,6718,6551333,80778,6286741,183814
2022-02-23,UK,4495,61,6685,6555828,80839,6293426,181563
2022-02-24,UK,3706,57,8889,6559534,80896,6302315,176323
2022-02-25,UK,2297,30,7589,6561831,80926,6309904,171001
2022-02-26,UK,3154,30,6315,6564985,80956,6316219,167810
2022-02-27,UK,3417,43,5465,6568402,80999,6321684,165719
2022-02-28,UK,2906,73,4300,6571308,81072,6325984,164252
2022-03-01,UK,2779,44,5782,6574087,81116,6331766,161205
2020-03-01,Germany,347,2,141,347,2,141,204
2020-03-02,Germany,479,4,232,826,6,373,447
2020-03-03,Germany,571,5,305,1397,11,678,708
2020-03-04,Germany,464,3,218,1861,14,896,951
2020-03-05,Germany,488,4,198,2349,18,1094,1237
2020-03-06,Germany,546,3,284,2895,21,1378,1496
2020-03-07,Germany,617,5,345,3512,26,1723,1763
2020-03-08,Germany,688,2,308,4200,28,2031,2141
2020-03-09,Germany,797,4,363,4997,32,2394,2571
2020-03-10,Germany,1016,9,512,6013,41,2906,3066
2020-03-11,Germany,1041,7,387,7054,48,3293,3713
2020-03-12,Germany,819,6,435,7873,54,3728,4091
2020-03-13,Germany,806,4,475,8679,58,4203,4418
2020-03-14,Germany,1013,10,473,9692,68,4676,4948
2020-03-15,Germany,1275,10,505,10967,78,5181,5708
2020-03-16,Germany,1424,11,524,12391,89,5705,6597
2020-03-17,Germany,1694,12,559,14085,101,6264,7720
2020-03-18,Germany,1510,13,726,15595,114,6990,8491
2020-03-19,Germany,1250,16,805,16845,130,7795,8920
2020-03-20,Germany,1418,15,900,18263,145,8695,9423
2020-03-21,Germany,1628,21,1004,19891,166,9699,10026
2020-03-22,Germany,1911,13,679,21802,179,10378,11245
2020-03-23,Germany,2107,16,826,23909,195,11204,12510
2020-03-24,Germany,2162,18,946,26071,213,12150,13708
2020-03-25,Germany,2390,27,1170,28461,240,13320,14901
2020-03-26,Germany,2482,20,1362,30943,260,14682,16001
2020-03-27,Germany,2459,19,1632,33402,279,16314,16809
2020-03-28,Germany,2669,28,1579,36071,307,17893,17871
2020-03-29,Germany,2719,38,1270,38790,345,19163,19282
2020-03-30,Germany,3102,23,1339,41892,368,20502,21022
2020-03-31,Germany,3828,36,1682,45720,404,22184,23132
2020-04-01,Germany,3769,42,1908,49489,446,24092,24951
2020-04-02,Germany,3401,27,1936,52890,473,26028,26389
2020-04-03,Germany,2638,28,2049,55528,501,28077,26950
2020-04-04,Germany,3157,47,2260,58685,548,30337,27800
2020-04-05,Germany,3993,34,2503,62678,582,32840,29256
2020-04-06,Germany,4832,47,2273,67510,629,35113,31768
2020-04-07,Germany,5258,55,2462,72768,684,37575,34509
2020-04-08,Germany,4827,50,3124,77595,734,40699,36162
2020-04-09,Germany,4450,68,3257,82045,802,43956,37287
2020-04-10,Germany,4119,52,3395,86164,854,47351,37959
2020-04-11,Germany,4604,81,3824,90768,935,51175,38658
2020-04-12,Germany,5220,63,3303,95988,998,54478,40512
2020-04-13,Germany,5882,84,2631,101870,1082,57109,43679
2020-04-14,Germany,6031,104,3072,107901,1186,60181,46534
2020-04-15,Germany,5909,78,4289,113810,1264,64470,48076
2020-04-16,Germany,5479,47,4799,119289,1311,69269,48709
2020-04-17,Germany,5027,67,5016,124316,1378,74285,48653
2020-04-18,Germany,5350,76,5116,129666,1454,79401,48811
2020-04-19,Germany,6634,105,4371,136300,1559,83772,50969
2020-04-20,Germany,6951,109,4002,143251,1668,87774,53809
2020-04-21,Germany,6722,113,4558,149973,1781,92332,55860
2020-04-22,Germany,7150,159,4964,157123,1940,97296,57887
2020-04-23,Germany,5284,74,5651,162407,2014,102947,57446
2020-04-24,Germany,5001,111,5450,167408,2125,108397,56886
2020-04-25,Germany,5864,96,5246,173272,2221,113643,57408
2020-04-26,Germany,6785,114,4734,180057,2335,118377,59345
2020-04-27,Germany,6591,129,4154,186648,2464,122531,61653
2020-04-28,Germany,7310,118,4684,193958,2582,127215,64161
2020-04-29,Germany,6683,154,6257,200641,2736,133472,64433
2020-04-30,Germany,5930,164,6741,206571,2900,140213,63458
2020-05-01,Germany,6055,128,6278,212626,3028,146491,63107
2020-05-02,Germany,6135,127,5247,218761,3155,151738,63868
2020-05-03,Germany,6542,124,5871,225303,3279,157609,64415
2020-05-04,Germany,6962,178,5322,232265,3457,162931,65877
2020-05-05,Germany,6614,224,5880,238879,3681,168811,66387
2020-05-06,Germany,7606,153,7756,246485,3834,176567,66084
2020-05-07,Germany,6214,113,5708,252699,3947,182275,66477
2020-05-08,Germany,5051,103,8342,257750,4050,190617,63083
2020-05-09,Germany,5774,122,5796,263524,4172,196413,62939
2020-05-10,Germany,6058,70,5828,269582,4242,202241,63099
2020-05-11,Germany,6540,164,5072,276122,4406,207313,64403
2020-05-12,Germany,6976,140,5898,283098,4546,213211,65341
2020-05-13,Germany,5776,104,6522,288874,4650,219733,64491
2020-05-14,Germany,5130,157,6580,294004,4807,226313,62884
2020-05-15,Germany,4752,109,6802,298756,4916,233115,60725
2020-05-16,Germany,4557,131,7374,303313,5047,240489,57777
2020-05-17,Germany,5518,194,5653,308831,5241,246142,57448
2020-05-18,Germany,6541,114,4574,315372,5355,250716,59301
2020-05-19,Germany,5325,105,5992,320697,5460,256708,58529
2020-05-20,Germany,4424,183,5435,325121,5643,262143,57335
2020-05-21,Germany,3642,174,6853,328763,5817,268996,53950
2020-05-22,Germany,3780,79,7515,332543,5896,276511,50136
2020-05-23,Germany,3613,142,4619,336156,6038,281130,48988
2020-05-24,Germany,4232,154,5482,340388,6192,286612,47584
2020-05-25,Germany,4520,87,5501,344908,6279,292113,46516
2020-05-26,Germany,3840,184,4484,348748,6463,296597,45688
2020-05-27,Germany,3354,154,5614,352102,6617,302211,43274
2020-05-28,Germany,3374,109,6930,355476,6726,309141,39609
2020-05-29,Germany,2907,134,4971,358383,6860,314112,37411
2020-05-30,Germany,2740,126,4324,361123,6986,318436,35701
2020-05-31,Germany,2655,127,3036,363778,7113,321472,35193
2020-06-01,Germany,3374,134,3679,367152,7247,325151,34754
2020-06-02,Germany,3489,96,3641,370641,7343,328792,34506
2020-06-03,Germany,2851,99,4272,373492,7442,333064,32986
2020-06-04,Germany,2160,91,4801,375652,7533,337865,30254
2020-06-05,Germany,2007,79,3400,377659,7612,341265,28782
2020-06-06,Germany,1737,45,3048,379396,7657,344313,27426
2020-06-07,Germany,2257,119,3853,381653,7776,348166,25711
2020-06-08,Germany,2201,105,2748,383854,7881,350914,25059
2020-06-09,Germany,1809,79,2683,385663,7960,353597,24106
2020-06-10,Germany,1791,87,2531,387454,8047,356128,23279
2020-06-11,Germany,1564,98,2972,389018,8145,359100,21773
2020-06-12,Germany,1253,28,3893,390271,8173,362993,19105
2020-06-13,Germany,1214,66,2592,391485,8239,365585,17661
2020-06-14,Germany,1183,42,1839,392668,8281,367424,16963
2020-06-15,Germany,1425,82,1839,394093,8363,369263,16467
2020-06-16,Germany,1232,79,1333,395325,8442,370596,16287
2020-06-17,Germany,927,71,2025,396252,8513,372621,15118
2020-06-18,Germany,884,43,1908,397136,8556,374529,14051
2020-06-19,Germany,830,27,1843,397966,8583,376372,13011
2020-06-20,Germany,712,34,1603,398678,8617,377975,12086
2020-06-21,Germany,876,53,1634,399554,8670,379609,11275
2020-06-22,Germany,819,58,1371,400373,8728,380980,10665
2020-06-23,Germany,768,30,1256,401141,8758,382236,10147
2020-06-24,Germany,633,47,1111,401774,8805,383347,9622
2020-06-25,Germany,513,29,1387,402287,8834,384734,8719
2020-06-26,Germany,423,29,1002,402710,8863,385736,8111
2020-06-27,Germany,401,23,878,403111,8886,386614,7611
2020-06-28,Germany,445,26,775,403556,8912,387389,7255
2020-06-29,Germany,405,36,852,403961,8948,388241,6772
2020-06-30,Germany,377,20,859,404338,8968,389100,6270
2020-07-01,Germany,320,17,882,404658,8985,389982,5691
2020-07-02,Germany,330,19,629,404988,9004,390611,5373
2020-07-03,Germany,248,26,710,405236,9030,391321,4885
2020-07-04,Germany,233,12,615,405469,9042,391936,4491
2020-07-05,Germany,218,26,496,405687,9068,392432,4187
2020-07-06,Germany,259,24,376,405946,9092,392808,4046
2020-07-07,Germany,233,16,394,406179,9108,393202,3869
2020-07-08,Germany,208,12,374,406387,9120,393576,3691
2020-07-09,Germany,156,9,352,406543,9129,393928,3486
2020-07-10,Germany,148,9,385,406691,9138,394313,3240
2020-07-11,Germany,139,6,275,406830,9144,394588,3098
2020-07-12,Germany,147,9,333,406977,9153,394921,2903
2020-07-13,Germany,179,11,205,407156,9164,395126,2866
2020-07-14,Germany,149,7,263,407305,9171,395389,2745
2020-07-15,Germany,162,6,193,407467,9177,395582,2708
2020-07-16,Germany,143,4,243,407610,9181,395825,2604
2020-07-17,Germany,115,5,231,407725,9186,396056,2483
2020-07-18,Germany,121,5,188,407846,9191,396244,2411
2020-07-19,Germany,146,4,151,407992,9195,396395,2402
2020-07-20,Germany,175,5,150,408167,9200,396545,2422
2020-07-21,Germany,178,4,146,408345,9204,396691,2450
2020-07-22,Germany,180,4,152,408525,9208,396843,2474
2020-07-23,Germany,182,3,168,408707,9211,397011,2485
2020-07-24,Germany,146,3,140,408853,9214,397151,2488
2020-07-25,Germany,143,3,192,408996,9217,397343,2436
2020-07-26,Germany,211,3,150,409207,9220,397493,2494
2020-07-27,Germany,266,4,100,409473,9224,397593,2656
2020-07-28,Germany,262,3,117,409735,9227,397710,2798
2020-07-29,Germany,229,4,135,409964,9231,397845,2888
2020-07-30,Germany,231,3,165,410195,9234,398010,2951
2020-07-31,Germany,206,3,149,410401,9237,398159,3005
2020-08-01,Germany,262,2,165,410663,9239,398324,3100
2020-08-02,Germany,268,1,206,410931,9240,398530,3161
2020-08-03,Germany,349,4,148,411280,9244,398678,3358
2020-08-04,Germany,359,3,103,411639,9247,398781,3611
2020-08-05,Germany,390,3,227,412029,9250,399008,3771
2020-08-06,Germany,350,4,283,412379,9254,399291,3834
2020-08-07,Germany,355,2,242,412734,9256,399533,3945
2020-08-08,Germany,386,3,235,413120,9259,399768,4093
2020-08-09,Germany,428,3,202,413548,9262,399970,4316
2020-08-10,Germany,579,6,188,414127,9268,400158,4701
2020-08-11,Germany,598,5,289,414725,9273,400447,5005
2020-08-12,Germany,546,4,250,415271,9277,400697,5297
2020-08-13,Germany,651,3,272,415922,9280,400969,5673
2020-08-14,Germany,555,4,342,416477,9284,401311,5882
2020-08-15,Germany,579,5,371,417056,9289,401682,6085
2020-08-16,Germany,783,5,376,417839,9294,402058,6487
2020-08-17,Germany,954,5,341,418793,9299,402399,7095
2020-08-18,Germany,892,5,354,419685,9304,402753,7628
2020-08-19,Germany,912,9,453,420597,9313,403206,8078
2020-08-20,Germany,758,9,562,421355,9322,403768,8265
2020-08-21,Germany,784,5,531,422139,9327,404299,8513
2020-08-22,Germany,852,10,584,422991,9337,404883,8771
2020-08-23,Germany,1050,9,637,424041,9346,405520,9175
2020-08-24,Germany,1252,11,532,425293,9357,406052,9884
2020-08-25,Germany,1377,11,565,426670,9368,406617,10685
2020-08-26,Germany,1314,8,671,427984,9376,407288,11320
2020-08-27,Germany,1075,15,867,429059,9391,408155,11513
2020-08-28,Germany,1058,9,856,430117,9400,409011,11706
2020-08-29,Germany,1188,9,858,431305,9409,409869,12027
2020-08-30,Germany,1445,19,820,432750,9428,410689,12633
2020-08-31,Germany,1880,12,769,434630,9440,411458,13732
2020-09-01,Germany,1692,12,887,436322,9452,412345,14525
2020-09-02,Germany,1766,18,1008,438088,9470,413353,15265
2020-09-03,Germany,1799,16,1328,439887,9486,414681,15720
2020-09-04,Germany,1560,17,1374,441447,9503,416055,15889
2020-09-05,Germany,1793,16,1263,443240,9519,417318,16403
2020-09-06,Germany,2025,31,1030,445265,9550,418348,17367
2020-09-07,Germany,2441,23,918,447706,9573,419266,18867
2020-09-08,Germany,2516,26,1198,450222,9599,420464,20159
2020-09-09,Germany,2618,22,1381,452840,9621,421845,21374
2020-09-10,Germany,1994,22,1714,454834,9643,423559,21632
2020-09-11,Germany,2103,23,1804,456937,9666,425363,21908
2020-09-12,Germany,2389,29,1483,459326,9695,426846,22785
2020-09-13,Germany,2870,20,1654,462196,9715,428500,23981
2020-09-14,Germany,3582,35,1651,465778,9750,430151,25877
2020-09-15,Germany,3306,36,1775,469084,9786,431926,27372
2020-09-16,Germany,3686,39,1934,472770,9825,433860,29085
2020-09-17,Germany,2846,35,2402,475616,9860,436262,29494
2020-09-18,Germany,3150,34,2458,478766,9894,438720,30152
2020-09-19,Germany,3254,29,2132,482020,9923,440852,31245
2020-09-20,Germany,3324,52,1847,485344,9975,442699,32670
2020-09-21,Germany,4253,57,2345,489597,10032,445044,34521
2020-09-22,Germany,4391,36,2142,493988,10068,447186,36734
2020-09-23,Germany,4451,40,2667,498439,10108,449853,38478
2020-09-24,Germany,3778,30,3252,502217,10138,453105,38974
2020-09-25,Germany,3541,46,3146,505758,10184,456251,39323
2020-09-26,Germany,4301,34,3332,510059,10218,459583,40258
2020-09-27,Germany,4496,52,2865,514555,10270,462448,41837
2020-09-28,Germany,5568,76,3083,520123,10346,465531,44246
2020-09-29,Germany,5423,63,3365,525546,10409,468896,46241
2020-09-30,Germany,5992,75,2855,531538,10484,471751,49303
2020-10-01,Germany,4518,43,3943,536056,10527,475694,49835
2020-10-02,Germany,4268,68,4120,540324,10595,479814,49915
2020-10-03,Germany,5354,55,4467,545678,10650,484281,50747
2020-10-04,Germany,5357,60,3339,551035,10710,487620,52705
2020-10-05,Germany,7190,86,3710,558225,10796,491330,56099
2020-10-06,Germany,7189,86,4618,565414,10882,495948,58584
2020-10-07,Germany,6316,86,3889,571730,10968,499837,60925
2020-10-08,Germany,4919,61,5082,576649,11029,504919,60701
2020-10-09,Germany,5374,63,4929,582023,11092,509848,61083
2020-10-10,Germany,5743,82,7266,587766,11174,517114,59478
2020-10-11,Germany,7219,62,4150,594985,11236,521264,62485
2020-10-12,Germany,8501,96,4784,603486,11332,526048,66106
2020-10-13,Germany,7473,111,4488,610959,11443,530536,68980
2020-10-14,Germany,7983,85,4633,618942,11528,535169,72245
2020-10-15,Germany,7132,106,6428,626074,11634,541597,72843
2020-10-16,Germany,6797,101,6317,632871,11735,547914,73222
2020-10-17,Germany,6859,76,5900,639730,11811,553814,74105
2020-10-18,Germany,6429,129,4387,646159,11940,558201,76018
2020-10-19,Germany,8549,132,4736,654708,12072,562937,79699
2020-10-20,Germany,8200,147,6151,662908,12219,569088,81601
2020-10-21,Germany,8398,107,7778,671306,12326,576866,82114
2020-10-22,Germany,8210,110,8935,679516,12436,585801,81279
2020-10-23,Germany,7232,109,7550,686748,12545,593351,80852
2020-10-24,Germany,8087,90,7734,694835,12635,601085,81115
2020-10-25,Germany,8743,104,6506,703578,12739,607591,83248
2020-10-26,Germany,8636,113,5903,712214,12852,613494,85868
2020-10-27,Germany,7994,145,6823,720208,12997,620317,86894
2020-10-28,Germany,9531,166,5447,729739,13163,625764,90812
2020-10-29,Germany,8221,150,7391,737960,13313,633155,91492
2020-10-30,Germany,7118,123,8779,745078,13436,641934,89708
2020-10-31,Germany,6969,98,9594,752047,13534,651528,86985
2020-11-01,Germany,8685,103,8191,760732,13637,659719,87376
2020-11-02,Germany,10242,195,7710,770974,13832,667429,89713
2020-11-03,Germany,11337,137,7572,782311,13969,675001,93341
2020-11-04,Germany,10232,160,7270,792543,14129,682271,96143
2020-11-05,Germany,10058,119,8798,802601,14248,691069,97284
2020-11-06,Germany,7513,142,8111,810114,14390,699180,96544
2020-11-07,Germany,9121,135,9215,819235,14525,708395,96315
2020-11-08,Germany,9740,194,7700,828975,14719,716095,98161
2020-11-09,Germany,11498,183,7490,840473,14902,723585,101986
2020-11-10,Germany,10829,132,6030,851302,15034,729615,106653
2020-11-11,Germany,11359,170,7692,862661,15204,737307,110150
2020-11-12,Germany,9427,134,8841,872088,15338,746148,110602
2020-11-13,Germany,7970,93,10976,880058,15431,757124,107503
2020-11-14,Germany,8720,105,8754,888778,15536,765878,107364
2020-11-15,Germany,9707,164,8994,898485,15700,774872,107913
2020-11-16,Germany,11494,198,6703,909979,15898,781575,112506
2020-11-17,Germany,10274,212,8527,920253,16110,790102,114041
2020-11-18,Germany,10507,174,7959,930760,16284,798061,116415
2020-11-19,Germany,9522,216,11134,940282,16500,809195,114587
2020-11-20,Germany,8433,137,11692,948715,16637,820887,111191
2020-11-21,Germany,9606,188,11052,958321,16825,831939,109557
2020-11-22,Germany,10396,113,10444,968717,16938,842383,109396
2020-11-23,Germany,10887,44,8671,979604,16982,851054,111568
2020-11-24,Germany,11317,206,9022,990921,17188,860076,113657
2020-11-25,Germany,10525,146,9388,1001446,17334,869464,114648
2020-11-26,Germany,9262,162,11059,1010708,17496,880523,112689
2020-11-27,Germany,6951,134,10616,1017659,17630,891139,108890
2020-11-28,Germany,8155,205,9691,1025814,17835,900830,107149
2020-11-29,Germany,8278,187,7420,1034092,18022,908250,107820
2020-11-30,Germany,11471,212,8493,1045563,18234,916743,110586
2020-12-01,Germany,10530,213,8178,1056093,18447,924921,112725
2020-12-02,Germany,9587,200,9019,1065680,18647,933940,113093
2020-12-03,Germany,9067,153,10451,1074747,18800,944391,111556
2020-12-04,Germany,7901,181,10760,1082648,18981,955151,108516
2020-12-05,Germany,7106,132,8677,1089754,19113,963828,106813
2020-12-06,Germany,8693,196,9038,1098447,19309,972866,106272
2020-12-07,Germany,9386,132,7317,1107833,19441,980183,108209
2020-12-08,Germany,8401,208,6945,1116234,19649,987128,109457
2020-12-09,Germany,8453,192,8958,1124687,19841,996086,108760
2020-12-10,Germany,7627,217,9294,1132314,20058,1005380,106876
2020-12-11,Germany,6898,83,12249,1139212,20141,1017629,101442
2020-12-12,Germany,6246,125,8825,1145458,20266,1026454,98738
2020-12-13,Germany,8625,168,8831,1154083,20434,1035285,98364
2020-12-14,Germany,8604,214,6149,1162687,20648,1041434,100605
